chain,start,end,change,percent change
wendys,1248,1286,38,0.030449
wendys,1864,1938,74,0.039700
wendys,1423,1499,76,0.053408
wendys,2495,2582,87,0.034870
wendys,1227,1264,37,0.030155
wendys,1614,1658,44,0.027261
wendys,1020,1049,29,0.028431
wendys,1150,1183,33,0.028696
wendys,431,441,10,0.023202
wendys,1181,1239,58,0.049111
wendys,1212,1283,71,0.058581
wendys,1868,1916,48,0.025696
wendys,1148,1148,0,0.000000
wendys,1656,1709,53,0.032005
wendys,1007,1064,57,0.056604
wendys,910,935,25,0.027473
wendys,1203,1229,26,0.021613
wendys,899,948,49,0.054505
wendys,765,800,35,0.045752
wendys,1486,1534,48,0.032301
wendys,757,766,9,0.011889
wendys,1188,1222,34,0.028620
wendys,748,773,25,0.033422
wendys,1261,1288,27,0.021412
wendys,1303,1336,33,0.025326
wendys,1019,1102,83,0.081452
wendys,3151,3229,78,0.024754
wendys,1573,1611,38,0.024158
wendys,287,324,37,0.128920
wendys,897,953,56,0.062430
wendys,3,7,4,1.333333
wendys,637,661,24,0.037677
wendys,11,22,11,1.000000
wendys,38,39,1,0.026316
wendys,357,370,13,0.036415
wendys,147,148,1,0.006803
wendys,63,63,0,0.000000
wendys,732,767,35,0.047814
wendys,476,500,24,0.050420
wendys,469,494,25,0.053305
wendys,427,448,21,0.049180
wendys,1598,1661,63,0.039424
wendys,197,197,0,0.000000
wendys,460,479,19,0.041304
wendys,280,292,12,0.042857
wendys,431,433,2,0.004640
wendys,375,415,40,0.106667
wendys,1,1,0,0.000000
wendys,1914,1946,32,0.016719
wendys,498,538,40,0.080321
wendys,791,802,11,0.013906
wendys,640,661,21,0.032813
wendys,833,876,43,0.051621
wendys,356,373,17,0.047753
wendys,5,5,0,0.000000
wendys,674,736,62,0.091988
wendys,266,286,20,0.075188
wendys,1002,1029,27,0.026946
wendys,142,149,7,0.049296
wendys,381,428,47,0.123360
wendys,1424,1503,79,0.055478
wendys,977,1015,38,0.038895
wendys,378,407,29,0.076720
wendys,174,178,4,0.022989
wendys,1,1,0,0.000000
wendys,455,491,36,0.079121
wendys,275,294,19,0.069091
wendys,507,526,19,0.037475
wendys,49,49,0,0.000000
wendys,253,260,7,0.027668
wendys,5,5,0,0.000000
wendys,726,747,21,0.028926
wendys,444,477,33,0.074324
wendys,31,54,23,0.741935
wendys,1168,1199,31,0.026541
wendys,3,3,0,0.000000
wendys,276,278,2,0.007246
wendys,390,411,21,0.053846
wendys,333,394,61,0.183183
wendys,962,1003,41,0.042620
wendys,828,899,71,0.085749
wendys,487,523,36,0.073922
wendys,2,2,0,0.000000
wendys,549,576,27,0.049180
wendys,299,325,26,0.086957
wendys,89,89,0,0.000000
wendys,320,332,12,0.037500
wendys,224,243,19,0.084821
wendys,651,682,31,0.047619
wendys,530,574,44,0.083019
wendys,674,724,50,0.074184
wendys,127,132,5,0.039370
wendys,233,287,54,0.231760
wendys,443,448,5,0.011287
wendys,3,3,0,0.000000
wendys,106,106,0,0.000000
wendys,355,368,13,0.036620
wendys,328,351,23,0.070122
wendys,328,333,5,0.015244
wendys,985,1043,58,0.058883
wendys,1044,1075,31,0.029693
wendys,1352,1418,66,0.048817
wendys,209,209,0,0.000000
wendys,10,10,0,0.000000
wendys,5,6,1,0.200000
wendys,980,1014,34,0.034694
wendys,1219,1261,42,0.034454
wendys,475,488,13,0.027368
wendys,401,403,2,0.004988
wendys,590,594,4,0.006780
wendys,6,6,0,0.000000
wendys,14,14,0,0.000000
wendys,11,11,0,0.000000
wendys,388,423,35,0.090206
wendys,943,964,21,0.022269
wendys,848,895,47,0.055425
wendys,1344,1394,50,0.037202
wendys,93,121,28,0.301075
wendys,579,608,29,0.050086
wendys,573,592,19,0.033159
wendys,796,844,48,0.060302
wendys,1469,1512,43,0.029272
wendys,457,472,15,0.032823
wendys,916,936,20,0.021834
wendys,356,418,62,0.174157
wendys,470,498,28,0.059574
wendys,1577,1598,21,0.013316
wendys,518,556,38,0.073359
wendys,1272,1321,49,0.038522
wendys,489,510,21,0.042945
wendys,910,958,48,0.052747
wendys,346,365,19,0.054913
wendys,4,6,2,0.500000
wendys,980,1049,69,0.070408
wendys,414,428,14,0.033816
wendys,1182,1243,61,0.051607
wendys,2,2,0,0.000000
wendys,2,2,0,0.000000
wendys,1143,1186,43,0.037620
wendys,376,396,20,0.053191
wendys,251,268,17,0.067729
wendys,4,4,0,0.000000
wendys,228,228,0,0.000000
wendys,457,514,57,0.124726
wendys,774,774,0,0.000000
wendys,180,180,0,0.000000
wendys,716,731,15,0.020950
wendys,522,563,41,0.078544
wendys,1356,1401,45,0.033186
wendys,526,556,30,0.057034
wendys,332,356,24,0.072289
wendys,558,610,52,0.093190
wendys,1048,1108,60,0.057252
wendys,4,4,0,0.000000
wendys,4979,5073,94,0.018879
wendys,819,849,30,0.036630
wendys,3947,4086,139,0.035217
wendys,708,751,43,0.060734
wendys,461,494,33,0.071584
wendys,3967,4099,132,0.033275
wendys,1799,1886,87,0.048360
wendys,1117,1174,57,0.051030
wendys,937,954,17,0.018143
wendys,376,407,31,0.082447
wendys,1405,1436,31,0.022064
wendys,856,873,17,0.019860
wendys,1319,1356,37,0.028052
wendys,862,908,46,0.053364
wendys,192,256,64,0.333333
wendys,606,626,20,0.033003
wendys,1246,1302,56,0.044944
wendys,779,807,28,0.035944
wendys,935,999,64,0.068449
wendys,1461,1488,27,0.018480
wendys,712,756,44,0.061798
wendys,1124,1175,51,0.045374
wendys,1395,1426,31,0.022222
wendys,1164,1256,92,0.079038
wendys,866,1018,152,0.175520
wendys,16,16,0,0.000000
wendys,836,881,45,0.053828
wendys,220,220,0,0.000000
wendys,1036,1102,66,0.063707
wendys,19,19,0,0.000000
wendys,1053,1099,46,0.043685
wendys,676,712,36,0.053254
wendys,428,443,15,0.035047
wendys,531,545,14,0.026365
wendys,528,586,58,0.109848
wendys,672,710,38,0.056548
wendys,497,515,18,0.036217
wendys,1194,1247,53,0.044389
wendys,146,146,0,0.000000
wendys,464,504,40,0.086207
wendys,10,10,0,0.000000
wendys,555,574,19,0.034234
wendys,219,221,2,0.009132
wendys,384,401,17,0.044271
wendys,49,105,56,1.142857
wendys,681,690,9,0.013216
wendys,1,1,0,0.000000
wendys,590,611,21,0.035593
wendys,8,8,0,0.000000
wendys,545,574,29,0.053211
wendys,105,105,0,0.000000
wendys,5,5,0,0.000000
wendys,414,435,21,0.050725
wendys,1,1,0,0.000000
wendys,133,164,31,0.233083
wendys,318,324,6,0.018868
wendys,417,432,15,0.035971
wendys,638,662,24,0.037618
wendys,474,478,4,0.008439
wendys,686,691,5,0.007289
wendys,318,346,28,0.088050
wendys,829,859,30,0.036188
wendys,586,628,42,0.071672
wendys,584,626,42,0.071918
wendys,15,15,0,0.000000
wendys,657,675,18,0.027397
wendys,740,756,16,0.021622
wendys,701,822,121,0.172611
wendys,439,503,64,0.145786
wendys,330,333,3,0.009091
wendys,160,187,27,0.168750
wendys,202,209,7,0.034653
wendys,374,377,3,0.008021
wendys,179,187,8,0.044693
wendys,389,398,9,0.023136
wendys,1758,1806,48,0.027304
wendys,630,658,28,0.044444
wendys,1100,1128,28,0.025455
wendys,36,36,0,0.000000
wendys,740,765,25,0.033784
wendys,628,634,6,0.009554
wendys,819,838,19,0.023199
wendys,1047,1068,21,0.020057
wendys,8,8,0,0.000000
wendys,776,788,12,0.015464
wendys,1166,1180,14,0.012007
wendys,25,27,2,0.080000
wendys,333,346,13,0.039039
wendys,725,763,38,0.052414
wendys,545,571,26,0.047706
wendys,2,2,0,0.000000
wendys,346,353,7,0.020231
wendys,617,647,30,0.048622
wendys,292,303,11,0.037671
wendys,838,905,67,0.079952
wendys,874,914,40,0.045767
wendys,146,147,1,0.006849
wendys,1320,1393,73,0.055303
wendys,270,293,23,0.085185
wendys,73,100,27,0.369863
wendys,317,322,5,0.015773
wendys,207,213,6,0.028986
wendys,802,848,46,0.057357
wendys,1,1,0,0.000000
wendys,2,2,0,0.000000
wendys,652,703,51,0.078221
wendys,158,177,19,0.120253
wendys,172,172,0,0.000000
wendys,150,158,8,0.053333
wendys,604,608,4,0.006623
wendys,5,5,0,0.000000
wendys,178,182,4,0.022472
wendys,308,334,26,0.084416
wendys,348,353,5,0.014368
wendys,25,25,0,0.000000
wendys,299,312,13,0.043478
wendys,25,31,6,0.240000
wendys,558,594,36,0.064516
wendys,853,881,28,0.032825
wendys,417,453,36,0.086331
wendys,694,704,10,0.014409
wendys,200,207,7,0.035000
wendys,1170,1209,39,0.033333
wendys,258,280,22,0.085271
wendys,221,230,9,0.040724
wendys,293,320,27,0.092150
wendys,188,195,7,0.037234
wendys,1145,1174,29,0.025328
wendys,81,88,7,0.086420
wendys,105,107,2,0.019048
wendys,100,100,0,0.000000
wendys,4,4,0,0.000000
wendys,469,515,46,0.098081
wendys,280,296,16,0.057143
wendys,132,177,45,0.340909
wendys,942,989,47,0.049894
wendys,6,6,0,0.000000
wendys,659,664,5,0.007587
wendys,409,435,26,0.063570
wendys,621,639,18,0.028986
wendys,1723,1784,61,0.035403
wendys,351,393,42,0.119658
wendys,1446,1600,154,0.106501
wendys,36,77,41,1.138889
wendys,268,298,30,0.111940
wendys,436,477,41,0.094037
wendys,866,909,43,0.049654
wendys,1067,1124,57,0.053421
wendys,545,565,20,0.036697
wendys,798,837,39,0.048872
wendys,910,1003,93,0.102198
wendys,1285,1329,44,0.034241
wendys,101,106,5,0.049505
wendys,890,925,35,0.039326
wendys,954,1014,60,0.062893
wendys,1,1,0,0.000000
wendys,6,6,0,0.000000
wendys,1,1,0,0.000000
wendys,792,814,22,0.027778
wendys,503,527,24,0.047714
wendys,3,3,0,0.000000
wendys,641,679,38,0.059282
wendys,306,328,22,0.071895
wendys,320,342,22,0.068750
wendys,212,245,33,0.155660
wendys,627,668,41,0.065391
wendys,146,170,24,0.164384
wendys,321,377,56,0.174455
wendys,775,786,11,0.014194
wendys,879,909,30,0.034130
wendys,585,640,55,0.094017
wendys,5,15,10,2.000000
wendys,279,298,19,0.068100
wendys,486,524,38,0.078189
wendys,269,279,10,0.037175
wendys,180,195,15,0.083333
wendys,299,308,9,0.030100
wendys,492,518,26,0.052846
wendys,270,279,9,0.033333
wendys,192,208,16,0.083333
wendys,312,313,1,0.003205
wendys,375,379,4,0.010667
wendys,151,154,3,0.019868
wendys,240,247,7,0.029167
wendys,2,6,4,2.000000
wendys,2,2,0,0.000000
wendys,326,342,16,0.049080
wendys,271,288,17,0.062731
wendys,315,332,17,0.053968
wendys,74,74,0,0.000000
wendys,868,922,54,0.062212
wendys,1099,1098,-1,-0.000910
wendys,290,293,3,0.010345
wendys,1164,1199,35,0.030069
wendys,286,298,12,0.041958
wendys,1919,1988,69,0.035956
wendys,1318,1347,29,0.022003
wendys,1002,1018,16,0.015968
wendys,214,214,0,0.000000
wendys,1040,1120,80,0.076923
wendys,1841,1870,29,0.015752
wendys,714,741,27,0.037815
wendys,1580,1655,75,0.047468
wendys,949,1008,59,0.062171
wendys,1153,1184,31,0.026886
wendys,1008,1039,31,0.030754
wendys,990,1031,41,0.041414
wendys,746,816,70,0.093834
wendys,1828,1893,65,0.035558
wendys,1226,1261,35,0.028548
wendys,1230,1275,45,0.036585
wendys,766,793,27,0.035248
wendys,1007,1033,26,0.025819
wendys,9,41,32,3.555556
wendys,477,501,24,0.050314
wendys,156,155,-1,-0.006410
wendys,4043,4197,154,0.038091
wendys,888,944,56,0.063063
wendys,1187,1275,88,0.074136
wendys,836,877,41,0.049043
wendys,2196,2265,69,0.031421
wendys,1318,1365,47,0.035660
wendys,703,735,32,0.045519
wendys,906,937,31,0.034216
wendys,1634,1697,63,0.038556
wendys,511,514,3,0.005871
wendys,575,592,17,0.029565
wendys,529,544,15,0.028355
wendys,435,462,27,0.062069
wendys,660,684,24,0.036364
wendys,1328,1335,7,0.005271
wendys,828,854,26,0.031401
wendys,3,3,0,0.000000
wendys,862,910,48,0.055684
wendys,925,962,37,0.040000
wendys,945,1004,59,0.062434
wendys,614,639,25,0.040717
wendys,356,384,28,0.078652
wendys,1341,1390,49,0.036540
wendys,351,351,0,0.000000
wendys,287,313,26,0.090592
wendys,273,281,8,0.029304
wendys,1821,1882,61,0.033498
wendys,1229,1246,17,0.013832
wendys,220,224,4,0.018182
wendys,311,312,1,0.003215
wendys,936,961,25,0.026709
wendys,292,317,25,0.085616
wendys,568,613,45,0.079225
wendys,898,924,26,0.028953
wendys,7,7,0,0.000000
wendys,1043,1067,24,0.023011
wendys,6,6,0,0.000000
wendys,702,748,46,0.065527
wendys,1050,1080,30,0.028571
wendys,872,914,42,0.048165
wendys,2556,2598,42,0.016432
wendys,1020,1075,55,0.053922
wendys,861,890,29,0.033682
wendys,914,943,29,0.031729
wendys,1646,1700,54,0.032807
wendys,752,789,37,0.049202
wendys,530,553,23,0.043396
wendys,394,419,25,0.063452
wendys,401,408,7,0.017456
wendys,681,707,26,0.038179
wendys,335,386,51,0.152239
wendys,685,704,19,0.027737
wendys,8,8,0,0.000000
wendys,485,508,23,0.047423
wendys,1313,1390,77,0.058644
wendys,8,8,0,0.000000
wendys,462,529,67,0.145022
wendys,1110,1136,26,0.023423
wendys,507,529,22,0.043393
wendys,33,33,0,0.000000
wendys,464,506,42,0.090517
wendys,507,539,32,0.063116
wendys,472,506,34,0.072034
wendys,146,152,6,0.041096
wendys,125,140,15,0.120000
wendys,622,671,49,0.078778
wendys,166,167,1,0.006024
wendys,552,583,31,0.056159
wendys,88,88,0,0.000000
wendys,8,8,0,0.000000
wendys,302,354,52,0.172185
wendys,238,253,15,0.063025
wendys,1,1,0,0.000000
wendys,674,695,21,0.031157
wendys,13,13,0,0.000000
wendys,18,18,0,0.000000
wendys,674,706,32,0.047478
wendys,887,931,44,0.049605
wendys,1396,1480,84,0.060172
wendys,1871,1960,89,0.047568
wendys,670,704,34,0.050746
wendys,902,872,-30,-0.033259
wendys,1878,1952,74,0.039404
wendys,990,1035,45,0.045455
wendys,2195,2307,112,0.051025
wendys,302,325,23,0.076159
wendys,5775,6081,306,0.052987
wendys,543,593,50,0.092081
wendys,916,996,80,0.087336
wendys,1501,1560,59,0.039307
wendys,1799,1887,88,0.048916
wendys,835,874,39,0.046707
wendys,2633,2760,127,0.048234
wendys,1336,1422,86,0.064371
wendys,1041,1069,28,0.026897
wendys,905,927,22,0.024309
wendys,1103,1140,37,0.033545
wendys,1647,1701,54,0.032787
wendys,859,908,49,0.057043
wendys,1410,1494,84,0.059574
wendys,1264,1315,51,0.040348
wendys,739,753,14,0.018945
wendys,776,806,30,0.038660
wendys,2087,2229,142,0.068040
wendys,1736,1790,54,0.031106
wendys,1279,1370,91,0.071149
wendys,2093,2205,112,0.053512
wendys,1074,1161,87,0.081006
wendys,869,899,30,0.034522
wendys,792,808,16,0.020202
wendys,1,1,0,0.000000
wendys,5,5,0,0.000000
wendys,483,508,25,0.051760
wendys,273,295,22,0.080586
wendys,395,413,18,0.045570
wendys,472,477,5,0.010593
wendys,457,482,25,0.054705
wendys,315,319,4,0.012698
wendys,661,681,20,0.030257
wendys,413,416,3,0.007264
wendys,579,613,34,0.058722
wendys,2259,2347,88,0.038955
wendys,1108,1147,39,0.035199
wendys,584,605,21,0.035959
wendys,553,557,4,0.007233
wendys,421,421,0,0.000000
wendys,751,769,18,0.023968
wendys,3,3,0,0.000000
wendys,29,29,0,0.000000
wendys,345,369,24,0.069565
wendys,344,360,16,0.046512
wendys,1151,1177,26,0.022589
wendys,6,6,0,0.000000
wendys,2,2,0,0.000000
wendys,1243,1292,49,0.039421
wendys,634,684,50,0.078864
wendys,11,11,0,0.000000
wendys,733,741,8,0.010914
wendys,327,347,20,0.061162
wendys,1701,1754,53,0.031158
wendys,1039,1104,65,0.062560
wendys,800,851,51,0.063750
wendys,550,558,8,0.014545
wendys,440,465,25,0.056818
wendys,1149,1178,29,0.025239
wendys,1093,1134,41,0.037511
wendys,307,312,5,0.016287
wendys,1522,1550,28,0.018397
wendys,1084,1111,27,0.024908
wendys,325,328,3,0.009231
wendys,534,537,3,0.005618
wendys,1054,1061,7,0.006641
wendys,16,16,0,0.000000
wendys,1108,1139,31,0.027978
wendys,173,175,2,0.011561
wendys,372,384,12,0.032258
wendys,35,35,0,0.000000
wendys,838,839,1,0.001193
wendys,440,467,27,0.061364
wendys,1093,1115,22,0.020128
wendys,1585,1638,53,0.033438
wendys,488,488,0,0.000000
wendys,211,212,1,0.004739
wendys,31,31,0,0.000000
wendys,491,510,19,0.038697
wendys,1164,1225,61,0.052405
wendys,504,535,31,0.061508
wendys,74,76,2,0.027027
wendys,326,353,27,0.082822
wendys,552,568,16,0.028986
wendys,306,318,12,0.039216
wendys,249,263,14,0.056225
wendys,408,415,7,0.017157
wendys,630,669,39,0.061905
wendys,591,611,20,0.033841
wendys,561,574,13,0.023173
wendys,4081,4209,128,0.031365
wendys,689,815,126,0.182874
wendys,107,126,19,0.177570
wendys,558,584,26,0.046595
wendys,639,656,17,0.026604
wendys,642,703,61,0.095016
wendys,855,899,44,0.051462
wendys,558,586,28,0.050179
wendys,501,540,39,0.077844
wendys,976,1023,47,0.048156
wendys,1687,1712,25,0.014819
wendys,561,567,6,0.010695
wendys,170,170,0,0.000000
wendys,1096,1152,56,0.051095
wendys,625,661,36,0.057600
wendys,1066,1113,47,0.044090
wendys,213,265,52,0.244131
wendys,828,864,36,0.043478
wendys,7,7,0,0.000000
wendys,791,804,13,0.016435
wendys,1502,1586,84,0.055925
wendys,5,5,0,0.000000
wendys,464,464,0,0.000000
wendys,1027,1062,35,0.034080
wendys,181,230,49,0.270718
wendys,579,589,10,0.017271
wendys,730,776,46,0.063014
wendys,14,14,0,0.000000
wendys,2,2,0,0.000000
wendys,594,595,1,0.001684
wendys,812,835,23,0.028325
wendys,1076,1127,51,0.047398
wendys,202,206,4,0.019802
wendys,638,692,54,0.084639
wendys,896,919,23,0.025670
wendys,612,630,18,0.029412
wendys,1281,1339,58,0.045277
wendys,435,448,13,0.029885
wendys,1007,1043,36,0.035750
wendys,49,49,0,0.000000
wendys,704,736,32,0.045455
wendys,769,783,14,0.018205
wendys,587,631,44,0.074957
wendys,1,1,0,0.000000
wendys,1,1,0,0.000000
wendys,1088,1132,44,0.040441
wendys,33,33,0,0.000000
wendys,552,576,24,0.043478
wendys,3,3,0,0.000000
wendys,487,508,21,0.043121
wendys,944,1001,57,0.060381
wendys,1278,1329,51,0.039906
wendys,2789,2908,119,0.042668
wendys,61,61,0,0.000000
wendys,16,16,0,0.000000
wendys,472,563,91,0.192797
wendys,1286,1352,66,0.051322
wendys,1091,1154,63,0.057745
wendys,2248,2316,68,0.030249
wendys,1206,1252,46,0.038143
wendys,2019,2076,57,0.028232
wendys,1101,1191,90,0.081744
wendys,1005,1059,54,0.053731
wendys,1321,1371,50,0.037850
wendys,187,187,0,0.000000
wendys,12,12,0,0.000000
wendys,933,967,34,0.036442
wendys,1882,2001,119,0.063231
wendys,4,4,0,0.000000
wendys,807,813,6,0.007435
wendys,1224,1276,52,0.042484
wendys,15,15,0,0.000000
wendys,5,5,0,0.000000
wendys,4,4,0,0.000000
wendys,1,1,0,0.000000
wendys,6,6,0,0.000000
wendys,6,6,0,0.000000
wendys,3,3,0,0.000000
wendys,53,53,0,0.000000
wendys,1324,1396,72,0.054381
wendys,1023,1071,48,0.046921
wendys,1212,1216,4,0.003300
wendys,2605,2683,78,0.029942
wendys,1261,1297,36,0.028549
wendys,2448,2504,56,0.022876
wendys,1140,1157,17,0.014912
wendys,1080,1112,32,0.029630
wendys,1283,1365,82,0.063913
wendys,1874,1938,64,0.034152
wendys,3191,3336,145,0.045440
wendys,1114,1163,49,0.043986
wendys,1519,1563,44,0.028966
wendys,1252,1311,59,0.047125
wendys,974,1017,43,0.044148
wendys,42,42,0,0.000000
wendys,1191,1230,39,0.032746
wendys,1843,1970,127,0.068909
wendys,1449,1510,61,0.042098
wendys,636,676,40,0.062893
wendys,247,249,2,0.008097
wendys,2172,2242,70,0.032228
wendys,2197,2314,117,0.053254
wendys,110,203,93,0.845455
wendys,27,27,0,0.000000
wendys,1111,1138,27,0.024302
wendys,135,136,1,0.007407
wendys,1404,1502,98,0.069801
wendys,1164,1232,68,0.058419
wendys,798,812,14,0.017544
wendys,520,541,21,0.040385
wendys,245,281,36,0.146939
wendys,347,363,16,0.046110
wendys,840,864,24,0.028571
wendys,558,579,21,0.037634
wendys,1013,1054,41,0.040474
wendys,1068,1100,32,0.029963
wendys,1599,1648,49,0.030644
wendys,1684,1764,80,0.047506
wendys,354,354,0,0.000000
wendys,1374,1389,15,0.010917
wendys,1250,1264,14,0.011200
wendys,695,702,7,0.010072
wendys,7,7,0,0.000000
wendys,16,16,0,0.000000
wendys,2,2,0,0.000000
wendys,582,601,19,0.032646
wendys,647,666,19,0.029366
wendys,1076,1123,47,0.043680
wendys,409,417,8,0.019560
wendys,746,746,0,0.000000
wendys,413,431,18,0.043584
wendys,1935,1996,61,0.031525
wendys,1659,1699,40,0.024111
wendys,1545,1591,46,0.029773
wendys,1741,1767,26,0.014934
wendys,2315,2343,28,0.012095
wendys,1264,1297,33,0.026108
wendys,1051,1070,19,0.018078
wendys,1984,2019,35,0.017641
wendys,1,1,0,0.000000
wendys,1146,1172,26,0.022688
wendys,817,839,22,0.026928
wendys,1121,1150,29,0.025870
wendys,1,1,0,0.000000
wendys,637,644,7,0.010989
wendys,1114,1145,31,0.027828
wendys,540,550,10,0.018519
wendys,362,365,3,0.008287
wendys,1234,1313,79,0.064019
wendys,391,414,23,0.058824
wendys,1,1,0,0.000000
wendys,1055,1080,25,0.023697
wendys,879,896,17,0.019340
wendys,554,586,32,0.057762
wendys,943,971,28,0.029692
wendys,1156,1179,23,0.019896
wendys,643,672,29,0.045101
wendys,463,495,32,0.069114
wendys,1068,1098,30,0.028090
wendys,1387,1418,31,0.022350
wendys,604,616,12,0.019868
wendys,635,654,19,0.029921
wendys,265,265,0,0.000000
wendys,1205,1244,39,0.032365
wendys,14,14,0,0.000000
wendys,1199,1233,34,0.028357
wendys,13,13,0,0.000000
wendys,11,14,3,0.272727
wendys,6,6,0,0.000000
wendys,1,1,0,0.000000
wendys,503,555,52,0.103380
wendys,254,255,1,0.003937
wendys,307,314,7,0.022801
wendys,990,1029,39,0.039394
wendys,285,289,4,0.014035
wendys,290,298,8,0.027586
wendys,13,13,0,0.000000
wendys,446,462,16,0.035874
wendys,435,471,36,0.082759
wendys,445,447,2,0.004494
wendys,326,358,32,0.098160
wendys,12,12,0,0.000000
wendys,405,412,7,0.017284
wendys,4,6,2,0.500000
wendys,225,228,3,0.013333
wendys,22,22,0,0.000000
wendys,257,261,4,0.015564
wendys,2,2,0,0.000000
wendys,1080,1197,117,0.108333
wendys,591,594,3,0.005076
wendys,1933,2027,94,0.048629
wendys,1736,1782,46,0.026498
wendys,924,953,29,0.031385
wendys,910,955,45,0.049451
wendys,1125,1189,64,0.056889
wendys,1266,1339,73,0.057662
wendys,278,291,13,0.046763
wendys,140,151,11,0.078571
wendys,287,291,4,0.013937
wendys,1822,1884,62,0.034029
wendys,1104,1137,33,0.029891
wendys,759,848,89,0.117260
wendys,1073,1122,49,0.045666
wendys,1298,1359,61,0.046995
wendys,2044,2124,80,0.039139
wendys,1,1,0,0.000000
wendys,501,539,38,0.075848
wendys,296,301,5,0.016892
wendys,233,234,1,0.004292
wendys,1061,1100,39,0.036758
wendys,468,505,37,0.079060
wendys,4,4,0,0.000000
wendys,673,696,23,0.034175
wendys,1171,1223,52,0.044406
wendys,4,4,0,0.000000
wendys,661,688,27,0.040847
wendys,921,949,28,0.030402
wendys,915,960,45,0.049180
wendys,473,495,22,0.046512
wendys,513,543,30,0.058480
wendys,1730,1786,56,0.032370
wendys,1267,1302,35,0.027624
wendys,632,713,81,0.128165
wendys,737,768,31,0.042062
wendys,1395,1456,61,0.043728
wendys,11,11,0,0.000000
wendys,2673,2731,58,0.021698
wendys,871,905,34,0.039036
wendys,1,1,0,0.000000
wendys,2,2,0,0.000000
wendys,118,125,7,0.059322
wendys,745,781,36,0.048322
wendys,203,216,13,0.064039
wendys,593,627,34,0.057336
wendys,873,907,34,0.038946
wendys,9,9,0,0.000000
wendys,1118,1144,26,0.023256
wendys,826,859,33,0.039952
wendys,761,806,45,0.059133
wendys,656,684,28,0.042683
wendys,123,179,56,0.455285
wendys,856,894,38,0.044393
wendys,2046,2146,100,0.048876
wendys,12,12,0,0.000000
wendys,1064,1119,55,0.051692
wendys,752,789,37,0.049202
wendys,8,8,0,0.000000
wendys,616,632,16,0.025974
wendys,514,518,4,0.007782
wendys,625,657,32,0.051200
wendys,356,366,10,0.028090
wendys,895,942,47,0.052514
wendys,712,743,31,0.043539
wendys,282,293,11,0.039007
wendys,886,958,72,0.081264
wendys,967,1014,47,0.048604
wendys,600,633,33,0.055000
wendys,706,751,45,0.063739
wendys,910,946,36,0.039560
wendys,443,454,11,0.024831
wendys,1562,1652,90,0.057618
wendys,229,241,12,0.052402
wendys,1033,1048,15,0.014521
wendys,19,19,0,0.000000
wendys,1684,1734,50,0.029691
wendys,573,608,35,0.061082
wendys,485,506,21,0.043299
wendys,279,307,28,0.100358
wendys,368,388,20,0.054348
wendys,951,1018,67,0.070452
wendys,4,20,16,4.000000
wendys,234,251,17,0.072650
wendys,2,2,0,0.000000
wendys,1854,1911,57,0.030744
wendys,1027,1058,31,0.030185
wendys,2669,2749,80,0.029974
wendys,1293,1326,33,0.025522
wendys,980,1007,27,0.027551
wendys,1077,1127,50,0.046425
wendys,907,933,26,0.028666
wendys,1367,1449,82,0.059985
wendys,1350,1404,54,0.040000
wendys,1967,2027,60,0.030503
wendys,1471,1504,33,0.022434
wendys,1296,1339,43,0.033179
wendys,1037,1072,35,0.033751
wendys,850,882,32,0.037647
wendys,1760,1831,71,0.040341
wendys,1232,1286,54,0.043831
wendys,1703,1761,58,0.034058
wendys,1346,1386,40,0.029718
wendys,2037,2137,100,0.049092
wendys,388,408,20,0.051546
wendys,1308,1376,68,0.051988
wendys,2030,2111,81,0.039901
wendys,972,1000,28,0.028807
wendys,1384,1440,56,0.040462
wendys,1073,1101,28,0.026095
wendys,815,835,20,0.024540
wendys,10,10,0,0.000000
wendys,892,905,13,0.014574
wendys,1304,1338,34,0.026074
wendys,1675,1729,54,0.032239
wendys,10,10,0,0.000000
wendys,753,788,35,0.046481
wendys,808,833,25,0.030941
wendys,567,592,25,0.044092
wendys,6,6,0,0.000000
wendys,389,407,18,0.046272
wendys,115,117,2,0.017391
wendys,298,317,19,0.063758
wendys,381,397,16,0.041995
wendys,106,108,2,0.018868
wendys,288,301,13,0.045139
wendys,3,3,0,0.000000
wendys,986,995,9,0.009128
wendys,1051,1084,33,0.031399
wendys,611,617,6,0.009820
wendys,779,786,7,0.008986
wendys,928,967,39,0.042026
wendys,797,822,25,0.031368
wendys,1,1,0,0.000000
wendys,844,875,31,0.036730
wendys,323,346,23,0.071207
wendys,531,552,21,0.039548
wendys,1049,1096,47,0.044805
wendys,67,108,41,0.611940
wendys,158,158,0,0.000000
wendys,552,569,17,0.030797
wendys,5,5,0,0.000000
wendys,241,250,9,0.037344
wendys,1097,1151,54,0.049225
wendys,483,504,21,0.043478
wendys,780,806,26,0.033333
wendys,779,818,39,0.050064
wendys,856,891,35,0.040888
wendys,1,1,0,0.000000
wendys,1561,1598,37,0.023703
wendys,1106,1135,29,0.026221
wendys,1347,1412,65,0.048255
wendys,1635,1671,36,0.022018
wendys,236,237,1,0.004237
wendys,841,862,21,0.024970
wendys,284,301,17,0.059859
wendys,2007,2099,92,0.045840
wendys,265,268,3,0.011321
wendys,213,216,3,0.014085
wendys,317,338,21,0.066246
wendys,716,760,44,0.061453
wendys,231,247,16,0.069264
wendys,2746,2848,102,0.037145
