chain,start,end,change,percent change
panera,5311,5409,98,0.018452
panera,2234,2284,50,0.022381
panera,6277,6376,99,0.015772
panera,4194,4280,86,0.020505
panera,3991,4085,94,0.023553
panera,1882,1915,33,0.017535
panera,3622,3674,52,0.014357
panera,2325,2330,5,0.002151
panera,1015,1131,116,0.114286
panera,634,687,53,0.083596
panera,1833,1930,97,0.052919
panera,1182,1218,36,0.030457
panera,2184,2278,94,0.043040
panera,735,764,29,0.039456
panera,4094,4246,152,0.037128
panera,2579,2644,65,0.025204
panera,983,1017,34,0.034588
panera,7,7,0,0.000000
panera,6012,6193,181,0.030106
panera,3803,3885,82,0.021562
panera,2758,2873,115,0.041697
panera,4879,4990,111,0.022751
panera,7917,8064,147,0.018568
panera,5889,6080,191,0.032433
panera,3772,3824,52,0.013786
panera,6347,6510,163,0.025681
panera,13,13,0,0.000000
panera,1363,1400,37,0.027146
panera,5,6,1,0.200000
panera,5680,5926,246,0.043310
panera,4648,4826,178,0.038296
panera,5059,5198,139,0.027476
panera,4807,4863,56,0.011650
panera,7348,7428,80,0.010887
panera,685,766,81,0.118248
panera,4653,4789,136,0.029228
panera,4268,4380,112,0.026242
panera,6301,6434,133,0.021108
panera,2031,2118,87,0.042836
panera,4517,4588,71,0.015718
panera,3614,3684,70,0.019369
panera,6365,6478,113,0.017753
panera,5504,5642,138,0.025073
panera,5508,5561,53,0.009622
panera,172,218,46,0.267442
panera,891,982,91,0.102132
panera,433,511,78,0.180139
panera,5899,6077,178,0.030175
panera,2093,2150,57,0.027234
panera,2507,2607,100,0.039888
panera,33,33,0,0.000000
panera,2039,2137,98,0.048063
panera,2606,2704,98,0.037606
panera,6589,6672,83,0.012597
panera,7,7,0,0.000000
panera,377,401,24,0.063660
panera,255,305,50,0.196078
panera,10092,10254,162,0.016052
panera,5865,6069,204,0.034783
panera,4056,4143,87,0.021450
panera,6072,6280,208,0.034256
panera,3590,3684,94,0.026184
panera,740,820,80,0.108108
panera,4713,4829,116,0.024613
panera,758,758,0,0.000000
panera,9069,9220,151,0.016650
panera,4456,4530,74,0.016607
panera,8052,8113,61,0.007576
panera,731,844,113,0.154583
panera,8733,8859,126,0.014428
panera,5056,5221,165,0.032634
panera,3270,3336,66,0.020183
panera,4828,4938,110,0.022784
panera,4450,4487,37,0.008315
panera,5573,5658,85,0.015252
panera,6578,6696,118,0.017939
panera,2898,2982,84,0.028986
panera,5822,6013,191,0.032807
panera,41,41,0,0.000000
panera,719,736,17,0.023644
panera,1477,1489,12,0.008125
panera,7991,8177,186,0.023276
panera,6259,6402,143,0.022847
panera,3803,3941,138,0.036287
panera,4885,4951,66,0.013511
panera,3662,3767,105,0.028673
panera,5051,5088,37,0.007325
panera,2579,2618,39,0.015122
panera,6993,7107,114,0.016302
panera,1840,1883,43,0.023370
panera,1038,1078,40,0.038536
panera,441,522,81,0.183673
panera,4229,4307,78,0.018444
panera,591,652,61,0.103215
panera,4442,4549,107,0.024088
panera,1661,1710,49,0.029500
panera,486,578,92,0.189300
panera,12,12,0,0.000000
panera,4911,4999,88,0.017919
panera,4,4,0,0.000000
panera,6186,6340,154,0.024895
panera,5895,6150,255,0.043257
panera,3669,3751,82,0.022349
panera,5208,5339,131,0.025154
panera,4858,4951,93,0.019144
panera,4858,4961,103,0.021202
panera,742,816,74,0.099730
panera,2792,2895,103,0.036891
panera,1177,1251,74,0.062872
panera,686,810,124,0.180758
panera,2408,2452,44,0.018272
panera,3415,3478,63,0.018448
panera,4,4,0,0.000000
panera,1402,1454,52,0.037090
panera,570,622,52,0.091228
panera,395,464,69,0.174684
panera,35,85,50,1.428571
panera,4882,4999,117,0.023966
panera,3180,3239,59,0.018553
panera,6069,6284,215,0.035426
panera,6194,6344,150,0.024217
panera,5756,5932,176,0.030577
panera,3733,3791,58,0.015537
panera,4521,4650,129,0.028534
panera,6859,7075,216,0.031491
panera,3783,3862,79,0.020883
panera,4500,4648,148,0.032889
panera,7282,7443,161,0.022109
panera,6088,6121,33,0.005420
panera,5193,5315,122,0.023493
panera,5083,5219,136,0.026756
panera,4807,4929,122,0.025380
panera,3944,3985,41,0.010396
panera,4141,4218,77,0.018595
panera,3544,3684,140,0.039503
panera,4413,4502,89,0.020168
panera,3534,3626,92,0.026033
panera,3803,3859,56,0.014725
panera,56929,57859,930,0.016336
panera,17,56,39,2.294118
panera,79,101,22,0.278481
panera,2,2,0,0.000000
panera,11,11,0,0.000000
panera,7,7,0,0.000000
panera,3994,4084,90,0.022534
panera,7,14,7,1.000000
panera,2952,3025,73,0.024729
panera,3106,3187,81,0.026079
panera,3061,3113,52,0.016988
panera,1840,1873,33,0.017935
panera,577,668,91,0.157712
panera,2815,2872,57,0.020249
bojangles,1001,1039,38,0.037962
bojangles,51,53,2,0.039216
bojangles,103,124,21,0.203883
bojangles,1302,1319,17,0.013057
bojangles,10,11,1,0.100000
bojangles,8,12,4,0.500000
bojangles,10,10,0,0.000000
bojangles,4,4,0,0.000000
bojangles,1,1,0,0.000000
bojangles,483,509,26,0.053830
bojangles,848,870,22,0.025943
bojangles,1409,1449,40,0.028389
bojangles,485,503,18,0.037113
bojangles,945,948,3,0.003175
bojangles,1,1,0,0.000000
bojangles,208,247,39,0.187500
bojangles,12,12,0,0.000000
bojangles,56,73,17,0.303571
bojangles,2,2,0,0.000000
bojangles,1228,1278,50,0.040717
bojangles,782,810,28,0.035806
bojangles,2171,2219,48,0.022110
bojangles,605,681,76,0.125620
bojangles,96,119,23,0.239583
bojangles,1193,1257,64,0.053646
bojangles,1188,1236,48,0.040404
bojangles,295,353,58,0.196610
bojangles,1211,1267,56,0.046243
bojangles,942,965,23,0.024416
bojangles,817,832,15,0.018360
bojangles,1592,1614,22,0.013819
bojangles,35,47,12,0.342857
bojangles,98,101,3,0.030612
bojangles,902,920,18,0.019956
bojangles,384,434,50,0.130208
bojangles,303,303,0,0.000000
bojangles,9,9,0,0.000000
bojangles,257,292,35,0.136187
bojangles,346,346,0,0.000000
bojangles,15,15,0,0.000000
bojangles,3,3,0,0.000000
bojangles,18,18,0,0.000000
bojangles,7,7,0,0.000000
bojangles,432,451,19,0.043981
bojangles,28,37,9,0.321429
bojangles,104,117,13,0.125000
bojangles,458,501,43,0.093886
bojangles,2,2,0,0.000000
bojangles,339,341,2,0.005900
bojangles,750,777,27,0.036000
bojangles,1889,1937,48,0.025410
bojangles,769,809,40,0.052016
bojangles,926,938,12,0.012959
bojangles,23,35,12,0.521739
bojangles,226,242,16,0.070796
bojangles,6,9,3,0.500000
bojangles,1523,1574,51,0.033487
bojangles,2342,2421,79,0.033732
bojangles,1708,1787,79,0.046253
bojangles,1222,1265,43,0.035188
bojangles,1239,1249,10,0.008071
bojangles,7362,7544,182,0.024722
bojangles,3123,3261,138,0.044188
bojangles,667,690,23,0.034483
bojangles,2745,2864,119,0.043352
bojangles,1162,1200,38,0.032702
bojangles,447,499,52,0.116331
bojangles,5706,5872,166,0.029092
bojangles,1816,1891,75,0.041300
bojangles,1304,1334,30,0.023006
bojangles,2820,2951,131,0.046454
bojangles,1884,1967,83,0.044055
bojangles,1477,1584,107,0.072444
bojangles,2085,2110,25,0.011990
bojangles,872,911,39,0.044725
bojangles,1312,1342,30,0.022866
bojangles,1732,1781,49,0.028291
bojangles,1276,1322,46,0.036050
bojangles,690,722,32,0.046377
bojangles,758,787,29,0.038259
bojangles,5556,5658,102,0.018359
bojangles,1439,1479,40,0.027797
bojangles,1907,1990,83,0.043524
bojangles,595,653,58,0.097479
bojangles,1977,2079,102,0.051593
bojangles,227,238,11,0.048458
bojangles,722,750,28,0.038781
bojangles,1250,1303,53,0.042400
bojangles,792,936,144,0.181818
bojangles,1702,1762,60,0.035253
bojangles,350,370,20,0.057143
bojangles,730,771,41,0.056164
bojangles,620,640,20,0.032258
bojangles,287,311,24,0.083624
bojangles,1048,1103,55,0.052481
bojangles,3,3,0,0.000000
bojangles,427,465,38,0.088993
bojangles,1144,1187,43,0.037587
bojangles,704,712,8,0.011364
bojangles,577,598,21,0.036395
bojangles,1,1,0,0.000000
bojangles,167,177,10,0.059880
bojangles,5,5,0,0.000000
bojangles,773,812,39,0.050453
bojangles,588,612,24,0.040816
bojangles,675,705,30,0.044444
bojangles,1,1,0,0.000000
bojangles,380,380,0,0.000000
bojangles,528,559,31,0.058712
bojangles,1132,1163,31,0.027385
bojangles,716,727,11,0.015363
bojangles,349,354,5,0.014327
bojangles,482,527,45,0.093361
bojangles,1076,1117,41,0.038104
bojangles,10,10,0,0.000000
bojangles,638,654,16,0.025078
bojangles,863,887,24,0.027810
bojangles,120,120,0,0.000000
bojangles,33,33,0,0.000000
bojangles,12,12,0,0.000000
bojangles,2,2,0,0.000000
bojangles,337,367,30,0.089021
bojangles,8,8,0,0.000000
bojangles,4,5,1,0.250000
bojangles,255,285,30,0.117647
bojangles,110,146,36,0.327273
bojangles,2,7,5,2.500000
bojangles,69,88,19,0.275362
bojangles,809,846,37,0.045735
bojangles,522,545,23,0.044061
bojangles,339,378,39,0.115044
bojangles,514,514,0,0.000000
bojangles,227,230,3,0.013216
bojangles,907,997,90,0.099228
bojangles,760,771,11,0.014474
bojangles,791,795,4,0.005057
bojangles,11,11,0,0.000000
bojangles,43,50,7,0.162791
bojangles,1451,1513,62,0.042729
bojangles,1044,1100,56,0.053640
bojangles,101,118,17,0.168317
bojangles,929,979,50,0.053821
bojangles,274,275,1,0.003650
bojangles,2972,3075,103,0.034657
bojangles,1743,1808,65,0.037292
bojangles,2745,2836,91,0.033151
bojangles,1269,1321,52,0.040977
bojangles,1516,1546,30,0.019789
bojangles,1229,1257,28,0.022783
bojangles,3,3,0,0.000000
bojangles,13,13,0,0.000000
bojangles,228,239,11,0.048246
bojangles,1,1,0,0.000000
bojangles,19,19,0,0.000000
dennys,13,13,0,0.000000
dennys,488,500,12,0.024590
dennys,1208,1237,29,0.024007
dennys,175,202,27,0.154286
dennys,394,411,17,0.043147
dennys,1,1,0,0.000000
dennys,1603,1623,20,0.012477
dennys,7,7,0,0.000000
dennys,18,18,0,0.000000
dennys,14,14,0,0.000000
dennys,860,888,28,0.032558
dennys,1415,1440,25,0.017668
dennys,90,102,12,0.133333
dennys,1535,1556,21,0.013681
dennys,1572,1594,22,0.013995
dennys,1813,1852,39,0.021511
dennys,734,757,23,0.031335
dennys,1633,1697,64,0.039192
dennys,8,8,0,0.000000
dennys,7,7,0,0.000000
dennys,1414,1449,35,0.024752
dennys,16,16,0,0.000000
dennys,24,25,1,0.041667
dennys,25,25,0,0.000000
dennys,63,63,0,0.000000
dennys,1340,1370,30,0.022388
dennys,8,8,0,0.000000
dennys,17,17,0,0.000000
dennys,33,33,0,0.000000
dennys,1757,1811,54,0.030734
dennys,3,3,0,0.000000
dennys,2,2,0,0.000000
dennys,101,101,0,0.000000
dennys,1,0,-1,-1.000000
dennys,13,13,0,0.000000
dennys,4,4,0,0.000000
dennys,1082,1131,49,0.045287
dennys,1302,1345,43,0.033026
dennys,7,7,0,0.000000
dennys,769,780,11,0.014304
dennys,481,490,9,0.018711
dennys,866,899,33,0.038106
dennys,2,2,0,0.000000
dennys,2497,2669,172,0.068883
dennys,4940,5173,233,0.047166
dennys,1962,2040,78,0.039755
dennys,3988,4072,84,0.021063
dennys,3777,3899,122,0.032301
dennys,2549,2592,43,0.016869
dennys,3086,3164,78,0.025275
dennys,3964,4103,139,0.035066
dennys,1626,1647,21,0.012915
dennys,1100,1117,17,0.015455
dennys,2075,2101,26,0.012530
dennys,1231,1271,40,0.032494
dennys,1411,1457,46,0.032601
dennys,2677,2763,86,0.032126
dennys,1623,1671,48,0.029575
dennys,1342,1403,61,0.045455
dennys,2026,2093,67,0.033070
dennys,1781,1825,44,0.024705
dennys,1917,1982,65,0.033907
dennys,1397,1491,94,0.067287
dennys,1708,1786,78,0.045667
dennys,855,881,26,0.030409
dennys,2583,2650,67,0.025939
dennys,985,1008,23,0.023350
dennys,2011,2109,98,0.048732
dennys,1710,1722,12,0.007018
dennys,72,101,29,0.402778
dennys,2111,2171,60,0.028423
dennys,11,11,0,0.000000
dennys,1210,1258,48,0.039669
dennys,1184,1230,46,0.038851
dennys,197,198,1,0.005076
dennys,268,270,2,0.007463
dennys,2695,2819,124,0.046011
dennys,2355,2387,32,0.013588
dennys,1544,1575,31,0.020078
dennys,436,460,24,0.055046
dennys,2016,2089,73,0.036210
dennys,2027,2077,50,0.024667
dennys,2458,2531,73,0.029699
dennys,508,589,81,0.159449
dennys,1054,1110,56,0.053131
dennys,1014,1046,32,0.031558
dennys,1623,1654,31,0.019100
dennys,22,23,1,0.045455
dennys,791,815,24,0.030341
dennys,1378,1435,57,0.041364
dennys,2358,2423,65,0.027566
dennys,1441,1475,34,0.023595
dennys,3180,3268,88,0.027673
dennys,1767,1853,86,0.048670
dennys,1,1,0,0.000000
dennys,1386,1427,41,0.029582
dennys,1739,1789,50,0.028752
dennys,2285,2348,63,0.027571
dennys,6,6,0,0.000000
dennys,826,853,27,0.032688
dennys,62,125,63,1.016129
dennys,53,54,1,0.018868
dennys,12,12,0,0.000000
dennys,19,20,1,0.052632
dennys,4,4,0,0.000000
dennys,98,113,15,0.153061
dennys,11,11,0,0.000000
dennys,1,1,0,0.000000
dennys,1125,1175,50,0.044444
dennys,1033,1077,44,0.042594
dennys,1090,1118,28,0.025688
dennys,1192,1253,61,0.051174
dennys,916,941,25,0.027293
dennys,3,4,1,0.333333
dennys,1011,1041,30,0.029674
dennys,809,850,41,0.050680
dennys,12,12,0,0.000000
dennys,749,774,25,0.033378
dennys,1181,1205,24,0.020322
dennys,4,4,0,0.000000
dennys,1338,1391,53,0.039611
dennys,9,9,0,0.000000
dennys,628,630,2,0.003185
dennys,12,12,0,0.000000
dennys,1,1,0,0.000000
dennys,7,7,0,0.000000
dennys,46,46,0,0.000000
dennys,1053,1101,48,0.045584
dennys,1818,1869,51,0.028053
dennys,50,59,9,0.180000
dennys,711,724,13,0.018284
dennys,502,507,5,0.009960
dennys,591,592,1,0.001692
dennys,615,632,17,0.027642
dennys,499,522,23,0.046092
dennys,742,745,3,0.004043
dennys,235,258,23,0.097872
dennys,342,375,33,0.096491
dennys,690,717,27,0.039130
dennys,28,28,0,0.000000
dennys,593,617,24,0.040472
dennys,473,473,0,0.000000
dennys,2,2,0,0.000000
dennys,604,613,9,0.014901
dennys,7,7,0,0.000000
dennys,2,2,0,0.000000
dennys,969,999,30,0.030960
dennys,1054,1074,20,0.018975
dennys,2,2,0,0.000000
dennys,840,872,32,0.038095
dennys,55,55,0,0.000000
dennys,2136,2181,45,0.021067
dennys,1300,1354,54,0.041538
dennys,22,23,1,0.045455
dennys,20,21,1,0.050000
dennys,150,150,0,0.000000
dennys,5856,6012,156,0.026639
dennys,3112,3160,48,0.015424
dennys,413,428,15,0.036320
dennys,1019,1047,28,0.027478
dennys,940,967,27,0.028723
dennys,26,26,0,0.000000
dennys,854,900,46,0.053864
dennys,1,1,0,0.000000
dennys,459,476,17,0.037037
dennys,1176,1233,57,0.048469
dennys,33,33,0,0.000000
dennys,14,14,0,0.000000
dennys,20,20,0,0.000000
dennys,4,4,0,0.000000
dennys,27,27,0,0.000000
dennys,3,3,0,0.000000
dennys,808,856,48,0.059406
dennys,1521,1547,26,0.017094
dennys,212,215,3,0.014151
dennys,1112,1197,85,0.076439
dennys,4,4,0,0.000000
dennys,33,35,2,0.060606
dennys,2,2,0,0.000000
dennys,1,1,0,0.000000
dennys,385,421,36,0.093506
dennys,7,7,0,0.000000
dennys,422,445,23,0.054502
dennys,116,128,12,0.103448
dennys,15,15,0,0.000000
dennys,220,230,10,0.045455
dennys,5,5,0,0.000000
dennys,32,32,0,0.000000
dennys,737,774,37,0.050204
dennys,577,585,8,0.013865
dennys,135,137,2,0.014815
dennys,2396,2446,50,0.020868
dennys,905,989,84,0.092818
dennys,954,978,24,0.025157
dennys,750,758,8,0.010667
dennys,8,8,0,0.000000
dennys,326,333,7,0.021472
dennys,288,313,25,0.086806
dennys,107,106,-1,-0.009346
dennys,451,462,11,0.024390
dennys,780,792,12,0.015385
dennys,1257,1296,39,0.031026
dennys,645,654,9,0.013953
dennys,408,412,4,0.009804
dennys,970,978,8,0.008247
dennys,340,344,4,0.011765
dennys,9,9,0,0.000000
dennys,4,4,0,0.000000
dennys,2,19,17,8.500000
dennys,1060,1083,23,0.021698
dennys,544,557,13,0.023897
dennys,744,746,2,0.002688
dennys,9,9,0,0.000000
dennys,11,11,0,0.000000
dennys,900,902,2,0.002222
dennys,863,863,0,0.000000
dennys,1895,1949,54,0.028496
dennys,28,28,0,0.000000
dennys,700,700,0,0.000000
dennys,322,322,0,0.000000
dennys,22,22,0,0.000000
dennys,1710,1748,38,0.022222
dennys,1482,1533,51,0.034413
dennys,1520,1565,45,0.029605
dennys,2768,2807,39,0.014090
dennys,2024,2097,73,0.036067
dennys,2,2,0,0.000000
dennys,2,2,0,0.000000
dennys,602,620,18,0.029900
dennys,452,488,36,0.079646
dennys,601,611,10,0.016639
dennys,266,284,18,0.067669
dennys,687,687,0,0.000000
dennys,16,17,1,0.062500
dennys,416,442,26,0.062500
dennys,891,917,26,0.029181
dennys,377,379,2,0.005305
dennys,5465,5682,217,0.039707
dennys,223,242,19,0.085202
dennys,298,317,19,0.063758
dennys,685,689,4,0.005839
dennys,382,394,12,0.031414
dennys,16,24,8,0.500000
dennys,555,579,24,0.043243
dennys,906,943,37,0.040839
dennys,574,584,10,0.017422
dennys,1992,2022,30,0.015060
dennys,902,936,34,0.037694
dennys,2,2,0,0.000000
dennys,1,1,0,0.000000
dennys,3678,3768,90,0.024470
dennys,2988,3078,90,0.030120
dennys,4470,4582,112,0.025056
dennys,1319,1377,58,0.043973
dennys,4007,4101,94,0.023459
dennys,5776,5979,203,0.035145
dennys,1,1,0,0.000000
dennys,2639,2730,91,0.034483
dennys,7,7,0,0.000000
dennys,10,10,0,0.000000
dennys,1691,1730,39,0.023063
dennys,6,6,0,0.000000
dennys,2,2,0,0.000000
dennys,2,2,0,0.000000
dennys,3777,3843,66,0.017474
dennys,1893,1929,36,0.019017
dennys,1809,1859,50,0.027640
dennys,1,1,0,0.000000
dennys,30,30,0,0.000000
dennys,1548,1574,26,0.016796
dennys,7,7,0,0.000000
dennys,1119,1119,0,0.000000
dennys,22,76,54,2.454545
dennys,2023,2078,55,0.027187
dennys,5,9,4,0.800000
dennys,2,2,0,0.000000
dennys,936,952,16,0.017094
dennys,1,1,0,0.000000
dennys,619,635,16,0.025848
dennys,2,2,0,0.000000
dennys,2,2,0,0.000000
dennys,1212,1253,41,0.033828
dennys,958,966,8,0.008351
dennys,1102,1126,24,0.021779
dennys,1172,1191,19,0.016212
dennys,1382,1398,16,0.011577
dennys,1,1,0,0.000000
dennys,11,11,0,0.000000
dennys,1575,1613,38,0.024127
dennys,1741,1776,35,0.020103
dennys,2,2,0,0.000000
dennys,1210,1221,11,0.009091
dennys,991,1015,24,0.024218
dennys,1732,1771,39,0.022517
dennys,1873,1928,55,0.029365
dennys,877,893,16,0.018244
dennys,245,261,16,0.065306
dennys,1,1,0,0.000000
dennys,781,827,46,0.058899
dennys,1169,1221,52,0.044482
dennys,35,35,0,0.000000
dennys,1353,1381,28,0.020695
dennys,1630,1653,23,0.014110
dennys,18,18,0,0.000000
dennys,14,14,0,0.000000
dennys,2,2,0,0.000000
dennys,10,10,0,0.000000
dennys,4768,4824,56,0.011745
dennys,3045,3108,63,0.020690
dennys,9,9,0,0.000000
dennys,34,34,0,0.000000
dennys,997,1045,48,0.048144
dennys,18,18,0,0.000000
dennys,32,33,1,0.031250
dennys,2,2,0,0.000000
dennys,688,712,24,0.034884
dennys,29,29,0,0.000000
dennys,1208,1223,15,0.012417
dennys,4,4,0,0.000000
dennys,3,3,0,0.000000
dennys,3,3,0,0.000000
dennys,3,3,0,0.000000
dennys,1,1,0,0.000000
dennys,10,10,0,0.000000
dennys,1,3,2,2.000000
dennys,2003,2047,44,0.021967
dennys,1,1,0,0.000000
dennys,1862,1891,29,0.015575
dennys,47,47,0,0.000000
dennys,253,277,24,0.094862
dennys,2128,2163,35,0.016447
dennys,1,1,0,0.000000
dennys,4,4,0,0.000000
dennys,66,66,0,0.000000
dennys,2917,2956,39,0.013370
dennys,996,1005,9,0.009036
dennys,20,20,0,0.000000
dennys,2275,2300,25,0.010989
dennys,6,6,0,0.000000
dennys,35,35,0,0.000000
dennys,27,27,0,0.000000
dennys,2942,2968,26,0.008838
dennys,1,1,0,0.000000
dennys,1201,1228,27,0.022481
dennys,2158,2193,35,0.016219
dennys,1771,1867,96,0.054207
dennys,72,72,0,0.000000
dennys,92,92,0,0.000000
dennys,2457,2541,84,0.034188
dennys,315,318,3,0.009524
dennys,1916,2009,93,0.048539
dennys,2268,2306,38,0.016755
dennys,2736,2811,75,0.027412
dennys,4271,4333,62,0.014517
dennys,1651,1651,0,0.000000
dennys,1853,1894,41,0.022126
dennys,2890,2939,49,0.016955
dennys,2604,2681,77,0.029570
dennys,76,76,0,0.000000
dennys,1602,1634,32,0.019975
dennys,2778,2822,44,0.015839
dennys,1587,1610,23,0.014493
dennys,2,2,0,0.000000
dennys,816,833,17,0.020833
dennys,1304,1320,16,0.012270
dennys,1670,1694,24,0.014371
dennys,1670,1699,29,0.017365
dennys,1099,1123,24,0.021838
dennys,3,3,0,0.000000
dennys,980,1002,22,0.022449
dennys,1877,1905,28,0.014917
dennys,171,198,27,0.157895
dennys,20,20,0,0.000000
dennys,1500,1525,25,0.016667
dennys,2790,2833,43,0.015412
dennys,2667,2717,50,0.018748
dennys,1165,1190,25,0.021459
dennys,4,4,0,0.000000
dennys,4,4,0,0.000000
dennys,1527,1575,48,0.031434
dennys,1030,1068,38,0.036893
dennys,704,756,52,0.073864
dennys,894,910,16,0.017897
dennys,1,1,0,0.000000
dennys,873,898,25,0.028637
dennys,4,4,0,0.000000
dennys,1830,1883,53,0.028962
dennys,2272,2317,45,0.019806
dennys,1456,1461,5,0.003434
dennys,152,195,43,0.282895
dennys,1230,1255,25,0.020325
dennys,2346,2392,46,0.019608
dennys,1176,1190,14,0.011905
dennys,1737,1795,58,0.033391
dennys,1590,1623,33,0.020755
dennys,156,171,15,0.096154
dennys,1456,1503,47,0.032280
dennys,8,8,0,0.000000
dennys,3,3,0,0.000000
dennys,1504,1559,55,0.036569
dennys,7,7,0,0.000000
dennys,2116,2162,46,0.021739
dennys,1824,1860,36,0.019737
dennys,20,20,0,0.000000
dennys,11,11,0,0.000000
dennys,22,22,0,0.000000
dennys,45,45,0,0.000000
dennys,2,2,0,0.000000
dennys,4,4,0,0.000000
dennys,7,7,0,0.000000
dennys,19,19,0,0.000000
dennys,4,4,0,0.000000
dennys,20,20,0,0.000000
dennys,11,11,0,0.000000
dennys,1,1,0,0.000000
dennys,55,55,0,0.000000
dennys,66,74,8,0.121212
dennys,1,1,0,0.000000
dennys,589,613,24,0.040747
dennys,2562,2609,47,0.018345
dennys,13,13,0,0.000000
dennys,3,5,2,0.666667
dennys,1415,1478,63,0.044523
dennys,387,409,22,0.056848
dennys,419,422,3,0.007160
dennys,447,491,44,0.098434
dennys,1016,1049,33,0.032480
dennys,45,46,1,0.022222
dennys,654,663,9,0.013761
dennys,1689,1721,32,0.018946
dennys,232,247,15,0.064655
dennys,1188,1221,33,0.027778
dennys,63,63,0,0.000000
dennys,216,262,46,0.212963
dennys,198,198,0,0.000000
dennys,1,1,0,0.000000
dennys,29,29,0,0.000000
dennys,1886,1919,33,0.017497
dennys,2,2,0,0.000000
dennys,1,1,0,0.000000
dennys,2528,2558,30,0.011867
dennys,3257,3375,118,0.036230
dennys,3049,3138,89,0.029190
dennys,1853,1895,42,0.022666
dennys,2166,2221,55,0.025392
dennys,1542,1632,90,0.058366
dennys,307,338,31,0.100977
dennys,122,138,16,0.131148
dennys,125,128,3,0.024000
dennys,1681,1757,76,0.045211
dennys,2484,2576,92,0.037037
dennys,1279,1297,18,0.014073
dennys,885,927,42,0.047458
dennys,4,5,1,0.250000
dennys,152,171,19,0.125000
dennys,68,68,0,0.000000
dennys,4,4,0,0.000000
dennys,589,590,1,0.001698
dennys,30,47,17,0.566667
wendys,687,711,24,0.034934
wendys,1457,1486,29,0.019904
wendys,611,638,27,0.044190
wendys,693,705,12,0.017316
wendys,1386,1445,59,0.042569
wendys,1937,2045,108,0.055756
wendys,837,869,32,0.038232
wendys,689,741,52,0.075472
wendys,690,703,13,0.018841
wendys,8,8,0,0.000000
wendys,1017,1028,11,0.010816
wendys,388,403,15,0.038660
wendys,632,662,30,0.047468
wendys,341,360,19,0.055718
wendys,216,225,9,0.041667
wendys,362,362,0,0.000000
wendys,322,330,8,0.024845
wendys,640,680,40,0.062500
wendys,1456,1519,63,0.043269
wendys,752,778,26,0.034574
wendys,314,343,29,0.092357
wendys,805,835,30,0.037267
wendys,4,5,1,0.250000
wendys,376,376,0,0.000000
wendys,1000,1049,49,0.049000
wendys,422,425,3,0.007109
wendys,1184,1260,76,0.064189
wendys,1116,1165,49,0.043907
wendys,146,147,1,0.006849
wendys,25,25,0,0.000000
wendys,1134,1196,62,0.054674
wendys,1342,1367,25,0.018629
wendys,1926,1997,71,0.036864
wendys,469,489,20,0.042644
wendys,777,790,13,0.016731
wendys,812,852,40,0.049261
wendys,903,940,37,0.040975
wendys,2,2,0,0.000000
wendys,1256,1308,52,0.041401
wendys,494,507,13,0.026316
wendys,914,948,34,0.037199
wendys,904,968,64,0.070796
wendys,1030,1080,50,0.048544
wendys,1328,1384,56,0.042169
wendys,326,390,64,0.196319
wendys,803,865,62,0.077210
wendys,7,7,0,0.000000
wendys,2708,2813,105,0.038774
wendys,568,584,16,0.028169
wendys,197,197,0,0.000000
wendys,1142,1212,70,0.061296
wendys,2396,2465,69,0.028798
wendys,285,297,12,0.042105
wendys,17,17,0,0.000000
wendys,1143,1173,30,0.026247
wendys,6,6,0,0.000000
wendys,831,837,6,0.007220
wendys,5,5,0,0.000000
wendys,1372,1419,47,0.034257
wendys,336,361,25,0.074405
wendys,39,39,0,0.000000
wendys,284,286,2,0.007042
wendys,459,527,68,0.148148
wendys,272,305,33,0.121324
wendys,270,291,21,0.077778
wendys,6,6,0,0.000000
wendys,154,164,10,0.064935
wendys,720,741,21,0.029167
wendys,366,391,25,0.068306
wendys,298,332,34,0.114094
wendys,227,237,10,0.044053
wendys,19,19,0,0.000000
wendys,25,25,0,0.000000
wendys,283,292,9,0.031802
wendys,279,279,0,0.000000
wendys,415,433,18,0.043373
wendys,374,379,5,0.013369
wendys,254,256,2,0.007874
wendys,950,982,32,0.033684
wendys,721,739,18,0.024965
wendys,460,478,18,0.039130
wendys,280,280,0,0.000000
wendys,1239,1285,46,0.037127
wendys,198,202,4,0.020202
wendys,557,572,15,0.026930
wendys,2182,2349,167,0.076535
wendys,2175,2299,124,0.057011
wendys,874,895,21,0.024027
wendys,1456,1523,67,0.046016
wendys,1089,1163,74,0.067952
wendys,1564,1607,43,0.027494
wendys,933,958,25,0.026795
wendys,1740,1838,98,0.056322
wendys,29,29,0,0.000000
wendys,986,1032,46,0.046653
wendys,1838,1931,93,0.050598
wendys,1740,1816,76,0.043678
wendys,14,14,0,0.000000
wendys,7,7,0,0.000000
wendys,13,13,0,0.000000
wendys,874,874,0,0.000000
wendys,4,5,1,0.250000
wendys,909,936,27,0.029703
wendys,6,6,0,0.000000
wendys,712,733,21,0.029494
wendys,1001,1033,32,0.031968
wendys,1,1,0,0.000000
wendys,2212,2316,104,0.047016
wendys,995,1013,18,0.018090
wendys,1637,1766,129,0.078803
wendys,1023,1087,64,0.062561
wendys,335,342,7,0.020896
wendys,3,3,0,0.000000
wendys,27,27,0,0.000000
wendys,6,6,0,0.000000
wendys,1588,1636,48,0.030227
wendys,458,490,32,0.069869
